296136747977213, 400026919462961, 245942583851044 @ 88, 359, -31
135797317464983, 392120809901003, 313062084315250 @ 138, -222, 6
176557441160429, 143347387408157, 61882073031568 @ 88, 58, 292
314612790930797, 316306772531493, 276814005380472 @ -72, -20, 14
246123428675951, 99127506336088, 302231597481979 @ 75, 480, -50
339259022495805, 323741118631221, 235384439131918 @ -137, 45, 94
273273638071379, 214049263817075, 329490225222235 @ -21, -19, -12
308888295241705, 419536013434769, 271716090818228 @ -53, 71, -243
313933506211825, 336913341370761, 324857848183268 @ -71, -50, -87
248291183841008, 72861856254708, 72709973473424 @ 18, 208, 309
305685034616079, 345086468017111, 274916159961492 @ -41, 289, -111
315967637969216, 433128608502371, 251156471477503 @ -100, -131, -8
305112151812735, 368918172249096, 283342660907383 @ -49, -38, -44
302613831148370, 431237492889952, 280596970307421 @ -18, -122, -186
234926913376366, 139047640349953, 364231539843728 @ 64, 243, -123
68485637843375, 194578541542121, 45893147153530 @ 282, 79, 366
243144872877299, 445826890464395, 347056327658128 @ 91, -267, -163
227819194611107, 327543982960949, 439629368870983 @ 63, -97, -218
286960079978468, 374625489410584, 298762176376255 @ 120, 382, -416
418373348036628, 335864787735208, 496710091374222 @ -262, -72, -385
292880431480145, 367542390034391, 295513560735868 @ -15, -40, -75
229473395211463, 382927980096741, 219075188365946 @ 134, -111, 134
316656662491693, 453745012661147, 357147645285894 @ -101, -262, -604
252878112005945, 268091113812521, 383680590897028 @ 18, -28, -115
111285694634657, 143207536244171, 388747099108372 @ 153, 44, -71
311619041778455, 290535457433726, 104558657705318 @ -69, 326, 575
286279963810289, 291144677161365, 279151562609280 @ -15, 42, 6
186012131465721, 305610747545851, 308206182887626 @ 133, -56, -20
321481173125453, 323874315742253, 319271145433816 @ -152, 758, -562
197195528747489, 292245450670685, 238470513837928 @ 69, -104, 92
240991806437241, 357829954151369, 123003742080804 @ 76, -94, 321
304038764553473, 420402505695485, 261234498009710 @ -15, 23, -121
296188840628753, 342493562326145, 252601835536804 @ -36, -70, 61
118770670694300, 103848228120164, 135139129628494 @ 242, 268, 255
171165548663687, 195411614118941, 161925101773562 @ 204, 209, 236
215041304492519, 307609545515768, 253037307113863 @ 63, -98, 72
204086928489137, 338446865415329, 225694620429604 @ 74, -143, 108
295247162858159, 443512592761853, 281794557392660 @ -6, -235, -87
287505845051587, 424082170576531, 243980766654557 @ 91, -51, 30
320902363571872, 366240757153844, 337527662438019 @ -80, -154, -64
274989642081436, 195081346046422, 298226212779763 @ -22, 10, 22
308732441780525, 502353035356091, 251198867869978 @ -51, -699, -65
299267097091224, 402712530016939, 249576706014560 @ -10, -15, 21
257628856248770, 343775718303746, 270001631034388 @ 54, -40, 17
100576344007873, 229020161288511, 374143814953949 @ 145, -71, -42
355768969089575, 269515250548961, 427921725461468 @ -201, 275, -487
289348014036191, 211272236514095, 292159245402265 @ -37, 13, 24
307984970525999, 431895488107093, 239921025403154 @ -36, 85, 20
279004919077060, 207378452648223, 372310752813256 @ -28, -15, -59
367457360760990, 146734765528506, 247459218958663 @ -128, 54, 82
232522836124631, 371025834641681, 214047050011978 @ 110, -101, 142
173393688886025, 264002839737773, 186685552674148 @ 167, 30, 177
191767893346805, 221218433883441, 340015596823938 @ 99, 27, -48
248661146896597, 262825326171225, 242333623899546 @ 35, 15, 84
273596096278030, 175659160397967, 404737659989192 @ -28, -27, -67
329695598893549, 166064915519857, 290198283040732 @ -82, -17, 43
309754143933200, 432386932982101, 248693155085953 @ -60, 55, -86
212480068874657, 283845337091204, 366245024994703 @ 81, -40, -98
322527322630193, 254934483280673, 226744357437220 @ -100, 306, 119
307709580306128, 433706166423623, 246454136008583 @ -36, 17, -48
313317540049951, 398302704779925, 267455623502448 @ -74, -95, -13
301356770675605, 412969439773293, 237651928886012 @ 7, 85, 69
301840672139315, 451269755364881, 251390581957738 @ 56, -165, -154
300686458008565, 204689200418031, 317945742167488 @ -53, -26, 7
183294134995965, 281259412225521, 420345993525578 @ 67, -117, -94
296219401158275, 465176086264411, 499545580002902 @ -48, -306, -192
289940363994161, 383430971067233, 326172859182052 @ -17, -124, -114
316825854066455, 389055222750479, 254700179343958 @ -93, 13, 7
285799298366465, 354743230468031, 111219528441488 @ -39, -196, 219
312325443587444, 149428897016081, 299540772801400 @ -66, 99, 13
196896369640991, 205342464949925, 197882891917078 @ 46, -55, 132
309991770591665, 347806548892901, 289381112886298 @ -63, 73, -86
280877573001912, 399522775844684, 245019135103390 @ 50, -64, 55
339357006382997, 151551148363549, 350260527523424 @ -105, 141, -69
300212029671819, 78600121701649, 487895913957946 @ -46, 363, -344
365321872006028, 419322169974773, 211690769022220 @ -122, -257, 121
288897823525795, 344204898848481, 265838849518393 @ -5, 19, 10
230069508854802, 188322646580451, 264058993744350 @ 28, 9, 63
306647648186261, 355245440683055, 246552603361775 @ -27, 833, -36
358158588452083, 173915041767890, 325093375527151 @ -125, 68, -20
224776826594672, 348002049274772, 306972735106801 @ 74, -120, -20
234881060920605, 278772248150801, 170369943877228 @ 170, 263, 295
169281887599673, 16238297531201, 319364437046320 @ 89, 179, 5
281017092321857, 223196265716433, 275880799412996 @ -6, 166, 15
208334853208985, 312207270576541, 274244593343068 @ 135, -12, 19
295175066390465, 178327081420421, 63805830605788 @ -43, 80, 327
126971353380133, 305920155147761, 100154806454804 @ 221, -61, 305
283659066654493, 408658188689325, 253885931863268 @ 44, -90, 17
317584772093765, 434313511256015, 229034687898160 @ -113, -128, 131
375911305684445, 502075827364619, 301668511896904 @ -233, -408, -77
140282711460356, 237170838862697, 321558710413342 @ 174, 11, -25
168557420914205, 195035088895601, 319828249472608 @ 84, -25, 8
290350511355905, 342901418199019, 204736040065948 @ 57, 418, 277
270888179826621, 414713776517364, 314661086839967 @ -11, -240, -10
257129099675449, 170784582680454, 406001609397290 @ -7, 6, -85
189640554904509, 136855760585931, 1874379650078 @ 95, 124, 402
361313256725633, 299842528561985, 315214866149940 @ -222, 197, -154
328914711054272, 420902236842377, 276453038690458 @ -166, -85, -133
363903809863833, 425102372646599, 294161319538632 @ -259, -172, -121
349175609502761, 428228944625179, 316127773915516 @ -195, -192, -179
366685692007727, 334810546421009, 335437074305413 @ -301, 227, -328
327271700047178, 369592250206529, 240978660731245 @ -142, 115, 66
266600442935936, 447521240814997, 155813595089884 @ 30, -273, 265
242740632293681, 274243600752617, 319662917173276 @ 33, -35, -25
262916549265425, 299697692643521, 201869162466628 @ 186, 550, 268
358758575556785, 356955835902401, 274201948617538 @ -191, -29, -8
315231265149971, 322611939751223, 295325365433158 @ -72, -64, -8
316933085065757, 315713345977877, 295774105705888 @ -94, 346, -178
323639834645741, 192931595837235, 326701474174992 @ -81, 52, -25
278993075603377, 312091547880353, 268946466043556 @ 185, 887, -181
257018125821285, 338378769408741, 333851320071788 @ 38, -68, -93
306201387788553, 201891670140887, 446933163744249 @ -55, 245, -352
270368593113609, 470491090822795, 338208769799485 @ 73, -335, -260
283460523838610, 319889290944656, 92697946236628 @ -30, -126, 273
311544989870225, 456896400666701, 275164087391608 @ -87, -244, -536
301142474484365, 411060288414181, 252517524369788 @ -6, 18, -21
335993252322560, 339770330834981, 262563181716928 @ -162, 159, -11
366661874965625, 216903847645253, 304091057647472 @ -183, 215, -51
309991770591665, 427239791438291, 229833334022338 @ -63, -110, 122
169138071815702, 175955622993140, 306670371443320 @ 178, 186, -27
88330835799975, 143579795189549, 194116773587392 @ 302, 221, 163
270987442301057, 398828443326485, 275730315525328 @ 45, -130, -18
324627001289816, 435456881480984, 304060445271139 @ -116, -210, -156
262740693665105, 130812155403331, 513766800735068 @ -15, 34, -187
274132328168900, 375258212944753, 351890457896868 @ 132, 163, -543
270019647037445, 156252083029106, 311416803967513 @ -19, 34, 12
289467417473669, 360068592721557, 71845033101594 @ 15, 81, 714
299303327289840, 310947090227731, 265835721092990 @ -38, 49, 23
349893199482459, 322132145603297, 433705073373558 @ -146, -13, -318
261804457107920, 288055817195794, 107966064577856 @ 192, 612, 765
300803524992497, 260358111104745, 94460027098908 @ -39, 222, 462
229057708673822, 94883238898583, 360095358569566 @ 18, 65, -29
323397287722752, 409219602099512, 323258344711265 @ -164, 86, -574
299261983301124, 442495407136997, 249095484827116 @ 58, -97, -71
304625570563052, 409143792730715, 244992009436913 @ 24, 533, -78
359150308681343, 365601002517293, 278773891424635 @ -181, -73, -10
215318975099709, 363472480458955, 385967204167002 @ 131, -102, -214
134181812178049, 233359218126249, 310492816533044 @ 149, -27, 5
72914997785272, 269580123220600, 313863403182465 @ 184, -102, 14
343570910546696, 233332531101051, 218256317021745 @ -162, 369, 144
240178970189761, 237433666597195, 88962370940627 @ 49, 57, 330
325107090651045, 210426749470542, 228907566898805 @ -83, 30, 104
318483757397974, 355429204511327, 198061814850188 @ -110, 281, 297
393502637731593, 173627742344805, 285725910771884 @ -157, 22, 39
376895126020253, 503594596371659, 231012054851560 @ -147, -355, 101
194518155698777, 271565986360756, 291247393420241 @ 105, -26, 14
269519257963645, 387182875823372, 230150677656786 @ 157, 98, 119
272391463502327, 289476652597453, 303404291243442 @ 6, 13, -30
311021805550535, 460928641439571, 218335390552990 @ -78, -306, 328
360796939563323, 185639676136073, 515120627939344 @ -114, -25, -185
342490177290289, 211178919463841, 272742550817956 @ -106, 29, 46
284119346063000, 317894955113371, 466265736813068 @ -30, -119, -199
306546641521421, 411715502605005, 237005071124972 @ -36, 82, 75
297545823568737, 386237139237369, 225272874804462 @ 89, 607, 206
300594437078601, 430379581589861, 268095453377426 @ -7, -121, -105
310326114042427, 396892869083120, 231021666137349 @ -65, 80, 116
165134247040837, 303361886745675, 424102609184393 @ 101, -123, -118
236245118688713, 153307580190981, 246489037570080 @ 21, 49, 83
168589960129427, 72504415184657, 382824649405444 @ 74, 75, -47
310594924364600, 425602377623051, 251689388334703 @ -64, -243, 68
258670692583076, 389695749851489, 212414161995079 @ 76, -109, 156
243325267389533, 106962975120233, 311009334782914 @ 29, 187, -9
264194888902739, 433669585285228, 251472191311025 @ 51, -234, 54
146254309635185, 377796692598881, 280191597727588 @ 115, -211, 47
317079484810159, 440943918915590, 257202967442327 @ -181, 26, -286
359107024044794, 300850102790402, 249242240788114 @ -174, 60, 63
192244871923319, 347611920703922, 369978136392996 @ 159, -88, -159
318888740707121, 455094197710148, 254146604100337 @ -191, -222, -190
225109973919794, 317885464367237, 249370037503449 @ 144, 47, 60
200621837666219, 164135215102730, 251466865697290 @ 51, 8, 79
296056390290239, 68879932763198, 267218721372967 @ -17, 992, -12
310832615350559, 396120531604741, 223687369433413 @ -69, 159, 172
293871470595368, 419986022388533, 256885758544006 @ 18, -97, -17
178860398766833, 303797786662721, 392885893374276 @ 75, -136, -70
307368076324274, 67031156344631, 265682260128280 @ -60, 149, 61
308033903416945, 450122943738371, 250778616555498 @ -31, -130, -174
207379102758943, 245882994650420, 80278927170505 @ 251, 356, 568
286124963559985, 358122624886241, 268763649448228 @ -5, -52, 13
224753670596084, 211427773389275, 320164559684362 @ 54, 41, -21
311125132860145, 411327628630881, 261311441650148 @ -76, 264, -214
288754874600815, 119096008920413, 139481372800397 @ -13, 503, 320
197977259224917, 360944481109604, 189261874941067 @ 109, -148, 166
349109632695243, 247517792229537, 374855773504794 @ -110, -45, -72
242110170999866, 338302131231175, 296783800883658 @ 78, -47, -33
321568148448910, 412606091840121, 268090215899233 @ -146, 43, -146
289853822416625, 467717486431941, 338243994490628 @ -15, -318, -151
